,Media,Text,Date,Compound,Positive,Neutral,Negative
250,@CNN,RT @CNNSitRoom: Facebook is under intense pressure to answer questions after it admitted that a company linked to President Trump's campaig¡­,Mon Mar 19 22:40:07 +0000 2018,-0.128,0.123,0.776,0.1
251,@CNN,Rep. Adam Schiff on Trump attacking special counsel Robert Mueller on Twitter: The President seems to be testing th¡­ https://t.co/fkEcFAG4M8,Mon Mar 19 22:39:29 +0000 2018,-0.0772,0.114,0.759,0.127
252,@CNN,"RT @TheLeadCNN: ""What you have is like the ¡®Survivor¡¯ meets ¡®The Apprentice¡¯ meets ¡®Game of Thrones.¡¯ It is the most insane scenario ... th¡­",Mon Mar 19 22:35:27 +0000 2018,-0.1263,0.091,0.8,0.109
253,@CNN,"Sen. Jeanne Shaheen: If President Trump has nothing to hide, then he should be interested in seeing this investigat¡­ https://t.co/CwcznrIfm2",Mon Mar 19 22:34:14 +0000 2018,0.497,0.19,0.81,0.0
254,@CNN,Sen. Jeanne Shaheen: I¡¯ve been disappointed more Republican lawmakers aren¡¯t speaking out to protect special counse¡­ https://t.co/FQIXvLkvWF,Mon Mar 19 22:32:12 +0000 2018,0.296,0.237,0.625,0.138
255,@CNN,Sen. Jeanne Shaheen: I¡¯ve been disappointed more Republican lawmakers aren¡¯t speaking out to protect special counse¡­ https://t.co/4XVMG61Kt0,Mon Mar 19 22:29:39 +0000 2018,0.296,0.237,0.625,0.138
256,@CNN,"""[Trump] has been extremely consistent. He hates this investigation,"" and ""he is scared of this investigation."" - T¡­ https://t.co/DzZka7zHAD",Mon Mar 19 22:27:31 +0000 2018,-0.7239,0.0,0.725,0.275
257,@CNN,"RT @TheLeadCNN: Austin, Texas authorities say the 4th bomb that went off overnight is the most sophisticated yet https://t.co/uqdA06osou ht¡­",Mon Mar 19 22:18:00 +0000 2018,0.1761,0.155,0.717,0.128
258,@CNN,"US President Trump has yet to congratulate Russian President Vladimir Putin on his election, and a phone call betwe¡­ https://t.co/WclI7Tljht",Mon Mar 19 22:16:07 +0000 2018,0.4939,0.151,0.849,0.0
259,@CNN,Uber has removed its self-driving cars from the road after a self-driving Uber SUV struck and killed a pedestrian i¡­ https://t.co/gODSZocjLN,Mon Mar 19 22:11:33 +0000 2018,-0.7769,0.0,0.715,0.285
260,@CNN,"Authorities are speaking in Tempe, Arizona, about the self-driving Uber SUV that struck and killed a woman. Watch o¡­ https://t.co/2WJR68WqSC",Mon Mar 19 22:06:46 +0000 2018,-0.7759,0.0,0.715,0.285
261,@CNN,At least four people have died following head-on crashes in Hyundai and Kia cars in which the airbags did not deplo¡­ https://t.co/NYc6ZPBVDp,Mon Mar 19 22:06:04 +0000 2018,-0.8316,0.0,0.719,0.281
262,@CNN,"The Turpin siblings, allegedly tortured for years by their parents, are out of hospitals but still regularly in tou¡­ https://t.co/KyDF93PMYn",Mon Mar 19 22:00:05 +0000 2018,-0.3182,0.0,0.892,0.108
263,@CNN,The Federal Reserve is all but certain to lift interest rates when Jerome Powell leads his first meeting as chairma¡­ https://t.co/HIQRM5w4Bx,Mon Mar 19 21:57:24 +0000 2018,0.7684,0.259,0.741,0.0
264,@CNN,Opponents of abortion will come to the Supreme Court on Tuesday to challenge a California law they say is an uncons¡­ https://t.co/3m0Rs9PvG4,Mon Mar 19 21:56:26 +0000 2018,0.5994,0.205,0.795,0.0
265,@CNN,Facebook sinks nearly 7% as the user data controversy sparks the company's worst day in four years.¡­ https://t.co/uAmoZ6NeSv,Mon Mar 19 21:55:37 +0000 2018,-0.6249,0.0,0.806,0.194
266,@CNN,"Lin-Manuel Miranda and Ben Platt, two of Broadway's most popular voices, join forces for a song to benefit March Fo¡­ https://t.co/Elnp81GDIl",Mon Mar 19 21:21:45 +0000 2018,0.8204,0.335,0.665,0.0
267,@CNN,"""We can't execute our way out of this epidemic"": President Trump's proposal to impose the death penalty on drug tra¡­ https://t.co/ZfqIlAFlN4",Mon Mar 19 21:14:02 +0000 2018,-0.8442,0.0,0.664,0.336
268,@CNN,Mississippi Gov. Phil Bryant has signed into law a bill that prevents women from getting abortions after 15 weeks o¡­ https://t.co/rgTyLZc5Y4,Mon Mar 19 21:08:33 +0000 2018,0.0772,0.064,0.936,0.0
269,@CNN,"Facebook's value plunges $37 billion on news that data firm Cambridge Analytica, which had ties to Trump's campaign¡­ https://t.co/28hLoRGydA",Mon Mar 19 20:58:07 +0000 2018,0.34,0.118,0.882,0.0
270,@CNN,1 sentence that explains the wacky and super dysfunctional world of Donald Trump | Analysis by @CillizzaCNN¡­ https://t.co/IzXZIlCluO,Mon Mar 19 20:52:04 +0000 2018,0.6369,0.271,0.729,0.0
271,@CNN,A member of Congress has extended an opportunity for former FBI deputy director Andrew McCabe to continue working i¡­ https://t.co/lab9t9ApWC,Mon Mar 19 20:41:26 +0000 2018,0.4215,0.135,0.865,0.0
272,@CNN,Democratic Rep. Tom Suozzi is facing criticism after comments he made last week were interpreted as a suggestion of¡­ https://t.co/xLoJTQaweT,Mon Mar 19 20:33:04 +0000 2018,-0.4404,0.0,0.861,0.139
273,@CNN,The Dow drops 336 points as Facebook has its worst day in four years https://t.co/tritlMlisj https://t.co/UWnMhHktFw,Mon Mar 19 20:30:51 +0000 2018,-0.6249,0.0,0.785,0.215
274,@CNN,"Time's Up, the female-led organization formed in the aftermath of the Harvey Weinstein scandal, has called for an i¡­ https://t.co/2NoqT04pRF",Mon Mar 19 20:23:21 +0000 2018,-0.4404,0.0,0.868,0.132
275,@CNN,"Lena Dunham talks about the ""ups and downs"" of life after having a hysterectomy due to her painful struggle with en¡­ https://t.co/LaQ1Rjgypz",Mon Mar 19 20:19:18 +0000 2018,-0.6369,0.0,0.785,0.215
276,@CNN,"Representatives of North Korea, South Korea and the US are set to meet in Finland https://t.co/Z7nMAv39iR https://t.co/LtP275u89K",Mon Mar 19 20:11:31 +0000 2018,0.0,0.0,1.0,0.0
277,@CNN,"RT @CNNnewsroom: ""Donald Trump's tweets contain multitudes and usually multitudes of things that aren't accurate"" - CNN's Chris Cillizza re¡­",Mon Mar 19 20:09:49 +0000 2018,0.0,0.0,1.0,0.0
278,@CNN,The Supreme Court has denied a request from Pennsylvania Republicans to block new congressional maps that could til¡­ https://t.co/BsCfRZSkY7,Mon Mar 19 20:00:49 +0000 2018,-0.296,0.148,0.615,0.238
279,@CNN,Sweden helping negotiate release of Americans held in North Korea https://t.co/TlH5k0D4gN https://t.co/GRlNWV23Rw,Mon Mar 19 19:54:57 +0000 2018,0.296,0.167,0.833,0.0
280,@CNN,"President Donald Trump announced that his administration will push a ""large-scale"" ad campaign aimed at combating t¡­ https://t.co/jzMkmjU6MA",Mon Mar 19 19:43:32 +0000 2018,0.0,0.0,1.0,0.0
281,@CNN,Cambridge Analytica has agreed to a digital forensic audit of its servers and systems in an attempt to show that it¡­ https://t.co/RvHxunH1b8,Mon Mar 19 19:33:04 +0000 2018,0.2732,0.095,0.905,0.0
282,@CNN,"It's official: ""Sex and the City"" star Cynthia Nixon has announced that she is officially throwing her hat in the N¡­ https://t.co/q9yji208A1",Mon Mar 19 19:25:57 +0000 2018,0.0,0.0,1.0,0.0
283,@CNN,Passengers within two seats or one row of someone with a respiratory illness have an 80% or greater possibility of¡­ https://t.co/DRFyRwJ3xV,Mon Mar 19 19:23:29 +0000 2018,-0.0516,0.108,0.776,0.116
284,@CNN,"Pres. Trump: ""We're also taking action to prevent addiction by addressing the problem of over-prescribing, and our¡­ https://t.co/fteSO5nggE",Mon Mar 19 19:21:34 +0000 2018,-0.3818,0.056,0.808,0.136
285,@CNN,Companies use fingerprints and digital behavior to ID employees https://t.co/GBgYHvVE9B https://t.co/bI7BQTIlvt,Mon Mar 19 19:15:59 +0000 2018,0.0,0.0,1.0,0.0
286,@CNN,"RT @CNNPolitics: Trump announces an anti-opioid commercial campaign directed at children: ¡°It¡¯s the least expensive thing we can do, where¡­",Mon Mar 19 19:05:19 +0000 2018,0.0,0.0,1.0,0.0
287,@CNN,"Expect more trouble from Putin after the election, says CNN's National Security Analyst | @CNNOpinion¡­ https://t.co/2GQ3lphWNX",Mon Mar 19 19:04:42 +0000 2018,-0.1513,0.13,0.707,0.163
288,@CNN,"President Trump: ""I'm repeating my call on Congress to block funds for sanctuary cities and to close the deadly loo¡­ https://t.co/sRwiXeqrBU",Mon Mar 19 19:03:19 +0000 2018,-0.4404,0.0,0.873,0.127
289,@CNN,"President Trump: The Southern US border must be secured; ""The second part of our initiative is to reduce the supply¡­ https://t.co/dMoENUJP5U",Mon Mar 19 18:59:51 +0000 2018,0.4019,0.119,0.881,0.0
290,@CNN,"President Trump: ""We can have all the blue-ribbon committees we want, but if we don't get tough on the drug dealers¡­ https://t.co/wry6l9yIi9",Mon Mar 19 18:52:41 +0000 2018,0.1791,0.119,0.881,0.0
291,@CNN,96-year-old style icon Iris Apfel has become the oldest person ever to be immortalized as a Barbie doll¡­ https://t.co/UAUsJaRrtM,Mon Mar 19 18:50:06 +0000 2018,0.0,0.0,1.0,0.0
292,@CNN,"President Trump speaks at a New Hampshire event. https://t.co/MEQA7aPK8y

Watch CNN: https://t.co/UYpqI3w42L 

Watc¡­ https://t.co/LeVAA7Xsd5",Mon Mar 19 18:40:49 +0000 2018,0.0,0.0,1.0,0.0
293,@CNN,Miami Heat star @DwyaneWade on his efforts to support Florida school shooting victims and survivors: ¡°I do more tha¡­ https://t.co/WwH4iyXH7L,Mon Mar 19 18:40:04 +0000 2018,0.1027,0.117,0.783,0.1
294,@CNN,President Trump has signed an executive order banning US citizens from buying Venezuela's newly created cryptocurre¡­ https://t.co/b5Y2IsH4LH,Mon Mar 19 18:35:08 +0000 2018,0.25,0.111,0.889,0.0
295,@CNN,President Trump and Melania Trump are making remarks in New Hampshire on combatting the opioid crisis. Watch on Fac¡­ https://t.co/A4oFKR403E,Mon Mar 19 18:34:44 +0000 2018,-0.6249,0.0,0.823,0.177
296,@CNN,What you need to know about Facebook's data debacle https://t.co/6qgcwcQMNO https://t.co/JiIf44mBHU,Mon Mar 19 18:30:04 +0000 2018,0.0,0.0,1.0,0.0
297,@CNN,"Mark Zuckerberg's net worth dropped $5 billion following news that data firm Cambridge Analytica, which had ties to¡­ https://t.co/9AD7ms4uAi",Mon Mar 19 18:20:05 +0000 2018,0.2263,0.095,0.905,0.0
298,@CNN,President Trump will hire an attorney to join his personal legal team who has alleged the President is being framed¡­ https://t.co/HVrnkUFv20,Mon Mar 19 18:10:04 +0000 2018,0.4019,0.163,0.837,0.0
299,@CNN,Two things can -- and likely are -- true about the possibility of President Trump facing a serious primary in 2020.¡­ https://t.co/jKMflOlz70,Mon Mar 19 18:00:11 +0000 2018,0.3612,0.121,0.823,0.056
300,@FoxNews,.@POTUS shook hands with Fire Chief Daniel Goonan during a visit to the Manchester Central Fire Station in Manchest¡­ https://t.co/PXos8LJI15,Tue Mar 20 03:00:02 +0000 2018,-0.6369,0.0,0.721,0.279
301,@FoxNews,".@IngrahamAngle: 'If Any Of Us Had Done What McCabe Did, We'd Already Be In Jail' https://t.co/iWegdqw4Ua",Tue Mar 20 02:52:03 +0000 2018,0.0,0.0,1.0,0.0
302,@FoxNews,Weinstein Company files for Chapter 11 with buyout offer in hand https://t.co/9gvKN46bmm,Tue Mar 20 02:46:37 +0000 2018,0.4939,0.225,0.775,0.0
303,@FoxNews,BREAKING: Reports of serious damage as tornado rips through Alabama's Jacksonville State University  https://t.co/J6FPaV0Zcn,Tue Mar 20 02:39:44 +0000 2018,-0.5423,0.0,0.727,0.273
304,@FoxNews,"Attorney General Jeff Sessions released a statement after @POTUS' speech on opioids today, in which the president l¡­ https://t.co/P6K0OcvY8S",Tue Mar 20 02:32:39 +0000 2018,0.0,0.0,1.0,0.0
305,@FoxNews,".@MonicaCrowley: ""The most distinct and dangerous split in this country...is less left-right than it is the elites¡­ https://t.co/JYsF7dvLjZ",Tue Mar 20 02:24:41 +0000 2018,-0.5209,0.0,0.835,0.165
306,@FoxNews,".@IngrahamAngle on McCabe firing: ""When the government learns of wrongdoing, shouldn't it act immediately?...Who ca¡­ https://t.co/bvGOzwhU8w",Tue Mar 20 02:14:26 +0000 2018,-0.34,0.0,0.862,0.138
307,@FoxNews,Ousted FBI official McCabe offered jobs by Dem lawmakers so he can get full pension https://t.co/kko8SIHXEA,Tue Mar 20 02:00:24 +0000 2018,0.0,0.0,1.0,0.0
308,@FoxNews,.@iamjohnoliver slammed for 'controversial and partisan' mockery of Pence family bunny https://t.co/6cFTdJoSlD,Tue Mar 20 01:48:20 +0000 2018,-0.4767,0.0,0.709,0.291
309,@FoxNews,".@DevinNunes: ¡°We just can¡¯t have, in this country, where you have political dirt that¡¯s paid for by one political¡­ https://t.co/f8JKUNy1Su",Tue Mar 20 01:36:00 +0000 2018,-0.34,0.0,0.888,0.112
310,@FoxNews,"During a speech about new efforts to fight the opioid crisis on Monday, @POTUS once again called for a border wall,¡­ https://t.co/cf7bg5Cuvb",Tue Mar 20 01:33:12 +0000 2018,-0.7717,0.0,0.729,0.271
311,@FoxNews,"Rocky Patel of @RockyPatelCigar on Obama-era cigar regulations: ""These rules are so outrageous, they're so burdenso¡­ https://t.co/6UEeIOTcNJ",Tue Mar 20 01:29:32 +0000 2018,-0.5949,0.0,0.805,0.195
312,@FoxNews,Doorbell DNA leads deputies to suspected Florida burglar https://t.co/nLkjo4ardX,Tue Mar 20 01:20:49 +0000 2018,-0.2263,0.0,0.808,0.192
313,@FoxNews,Tom Fitton: 'FBI Is in Cover-Up Mode' on Hillary Clinton Email Probe https://t.co/r6LFu9dXJC,Tue Mar 20 01:06:48 +0000 2018,-0.296,0.0,0.845,0.155
314,@FoxNews,'You run the damn Justice Department': Holder says Sessions must 'have the guts' to say no to #Trump https://t.co/LmPROcYz7x,Tue Mar 20 00:57:06 +0000 2018,-0.128,0.14,0.658,0.202
315,@FoxNews,".@dbongino: ""It's frustrating because, #Tucker, we did nothing wrong. Legal gun owners are saying to themselves all¡­ https://t.co/YGgbK9Qv5F",Tue Mar 20 00:48:39 +0000 2018,0.0823,0.201,0.612,0.187
316,@FoxNews,".@AlanDersh: ""The American public is...sick and tired of a Republican truth, a Democrat truth, a #Trump truth, an a¡­ https://t.co/zBSUbCl1zJ",Tue Mar 20 00:37:23 +0000 2018,0.4588,0.303,0.57,0.127
317,@FoxNews,".@AlanDersh: ""When the people who are supposed to protect us...are testifying falsely, for whatever reason, we the¡­ https://t.co/IWajvHgciw",Tue Mar 20 00:22:48 +0000 2018,0.3818,0.133,0.867,0.0
318,@FoxNews,".@TuckerCarlson: ""Dishonest law enforcement is a big deal no matter who the president is. In fact, it's the biggest¡­ https://t.co/zD9AiDTokg",Tue Mar 20 00:15:59 +0000 2018,-0.7003,0.048,0.696,0.257
319,@FoxNews,Self-driving Uber crash could open the company to criminal charges https://t.co/ns4HQdyOJt,Tue Mar 20 00:01:22 +0000 2018,-0.8173,0.0,0.485,0.515
320,@FoxNews,"JUST IN: Zachary Cruz, Parkland massacre suspect's brother, arrested for trespassing at school https://t.co/kujCrEzOsg",Mon Mar 19 23:48:31 +0000 2018,-0.4767,0.0,0.807,0.193
321,@FoxNews,.@newtgingrich: ¡°The fact is it wasn¡¯t @POTUS who fired McCabe. It was the Inspector General¡¯s report in the FBI¡­¡±¡­ https://t.co/35xjJVY7Vb,Mon Mar 19 23:42:07 +0000 2018,-0.5574,0.0,0.841,0.159
322,@FoxNews,".@newtgingrich: ¡°Mueller, in the end, is, I think, not going to have anything substantive about @POTUS, and in some¡­ https://t.co/jol02sSPSi",Mon Mar 19 23:40:19 +0000 2018,0.0,0.0,1.0,0.0
323,@FoxNews,"Florida teacher arrested after she threatened to 'blow everyone up' at school, cops say https://t.co/HowShyDypD",Mon Mar 19 23:31:03 +0000 2018,-0.7269,0.0,0.681,0.319
324,@FoxNews,.@marcthiessen: ¡°There is no privacy on the Internet.¡± #TheStory https://t.co/Su9gpTOSBM https://t.co/txni9BLjpP,Mon Mar 19 23:27:57 +0000 2018,-0.296,0.0,0.82,0.18
325,@FoxNews,".@GregAbbott_TX on the hunt for Austin, Texas bomber: ¡°Law enforcement at all levels are on top of this in a way bi¡­ https://t.co/574OxaEavh",Mon Mar 19 23:12:12 +0000 2018,0.2023,0.079,0.921,0.0
326,@FoxNews,.@FIU students return to campus for first time since bridge collapse https://t.co/ekhlBFQmgt,Mon Mar 19 23:04:04 +0000 2018,-0.4939,0.0,0.775,0.225
327,@FoxNews,"RT @MikeEmanuelFox: White House, Democrats trade offers to address 'dreamers'-from #SpecialReport tonight:
https://t.co/u4U05Ss3GF",Mon Mar 19 23:01:13 +0000 2018,0.0,0.0,1.0,0.0
328,@FoxNews,".@guypbenson: ""When you look at the McCabe firing, I think you can make a very strong case, based on the facts, tha¡­ https://t.co/R1uC8pypqt",Mon Mar 19 23:00:25 +0000 2018,0.2944,0.144,0.76,0.096
329,@FoxNews,".@MaraLiasson: ""I think what's happening is [@POTUS] is intent on discrediting the Mueller investigation so that wh¡­ https://t.co/doAafqRCnI",Mon Mar 19 22:55:48 +0000 2018,0.0,0.0,1.0,0.0
330,@FoxNews,".@MZHemingway on McCabe firing: ""It is never a good thing when your #2 at the @FBI is fired for bad behavior.""¡­ https://t.co/qtMQXB3a78",Mon Mar 19 22:49:52 +0000 2018,-0.898,0.0,0.588,0.412
331,@FoxNews,"""The U.S. government just hit a record, but not one with bragging rights. We are in debt. A lot of debt.""¡­ https://t.co/QEphN4nJ0X",Mon Mar 19 22:46:15 +0000 2018,-0.5023,0.0,0.854,0.146
332,@FoxNews,Mississippi enacts law banning most abortions after 15 weeks https://t.co/2l5tHo17no,Mon Mar 19 22:35:33 +0000 2018,0.0,0.0,1.0,0.0
333,@FoxNews,"During a speech on the opioid crisis in America on Monday, @POTUS called for ending sanctuary cities. https://t.co/Yxf2RHavha",Mon Mar 19 22:27:25 +0000 2018,-0.6249,0.0,0.796,0.204
334,@FoxNews,An 18-year-old gorilla at @phillyzoo hates to get his hands dirty. That¡¯s why he sometimes walks upright like a hum¡­ https://t.co/JjWYnnvUJn,Mon Mar 19 22:24:36 +0000 2018,-0.5106,0.099,0.672,0.229
335,@FoxNews,".@brithume: ""There's been a lot of criticism that the firing was rushed, but McCabe was on the verge of retirement.¡­ https://t.co/1X6PKgKMpi",Mon Mar 19 22:15:41 +0000 2018,-0.3919,0.0,0.831,0.169
336,@FoxNews,.@lizpeek: @HillaryClinton's latest excuse: Stepford wives cost me the election https://t.co/Dv7VWg2ibU,Mon Mar 19 22:08:45 +0000 2018,0.0772,0.115,0.885,0.0
337,@FoxNews,Are some states headed for Splitsville? Movement grows to allow sections of states to break away https://t.co/H8UNrAD2wW,Mon Mar 19 22:00:08 +0000 2018,0.2263,0.106,0.894,0.0
338,@FoxNews,.@facebook exploring forensic audits to investigate Cambridge Analytica claims https://t.co/Su9gpTOSBM,Mon Mar 19 21:54:09 +0000 2018,0.0,0.0,1.0,0.0
339,@FoxNews,".@JesseBWatters on @HillaryClinton's apology after comments about Trump voters: ¡°We like authentic Hillary, even if¡­ https://t.co/vxz1LrqfqV",Mon Mar 19 21:47:01 +0000 2018,0.4019,0.209,0.791,0.0
340,@FoxNews,It was a special day at @dollysstampede? as Sgt. Bryan Samsel surprised his wife after returning home from a year o¡­ https://t.co/c7aTQu0toD,Mon Mar 19 21:44:08 +0000 2018,0.5574,0.204,0.796,0.0
341,@FoxNews,"Self-driving Uber car kills Arizona pedestrian, police say https://t.co/nLr9zucd1I",Mon Mar 19 21:31:49 +0000 2018,-0.5829,0.0,0.679,0.321
342,@FoxNews,.@kimguilfoyle on possibility of @POTUS firing Mueller: ¡°Let them complete the investigation. I don¡¯t see any upsid¡­ https://t.co/Y2E6Ft4Bmu,Mon Mar 19 21:20:31 +0000 2018,-0.34,0.0,0.87,0.13
343,@FoxNews,"During a speech about new efforts to fight the opioid crisis on Monday, @POTUS once again called for a border wall,¡­ https://t.co/5NUOAb2EGz",Mon Mar 19 21:12:12 +0000 2018,-0.7717,0.0,0.729,0.271
344,@FoxNews,Supreme Court keeps revised Pennsylvania congressional map in place https://t.co/eJLYkE8opo,Mon Mar 19 20:45:54 +0000 2018,0.5574,0.286,0.714,0.0
345,@FoxNews,Massachusetts @BurgerKing removes sign about overdosing after complaints https://t.co/njic1cdECW,Mon Mar 19 20:36:29 +0000 2018,-0.4019,0.0,0.748,0.252
346,@FoxNews,"Pennsylvania college student who went missing in Bermuda found dead, officials say https://t.co/LcRKyP0d7k",Mon Mar 19 20:29:22 +0000 2018,-0.7579,0.0,0.629,0.371
347,@FoxNews,Holy Cross Drops 'Knight' Mascot Over Ties to Christian Violence in the Crusades https://t.co/qDcSao3Qft,Mon Mar 19 20:11:39 +0000 2018,-0.6249,0.0,0.76,0.24
348,@FoxNews,".@WhiteHouse, Dems restart negotiations over DACA, funding border wall https://t.co/frvcb0X3XG",Mon Mar 19 20:05:53 +0000 2018,0.0,0.0,1.0,0.0
349,@FoxNews,".@POTUS on drug traffickers: ¡°My Department of Justice will be seeking so many, much tougher penalties than we¡¯ve e¡­ https://t.co/KGqSXSzUUt",Mon Mar 19 19:59:16 +0000 2018,0.6557,0.23,0.77,0.0
350,@FoxNews,'Build The Wall and Keep the Damn Drugs Out': #Trump Slams Dems' Inaction in Opioid Speech https://t.co/OxSld53cxp,Mon Mar 19 19:49:19 +0000 2018,-0.5719,0.0,0.761,0.239
351,@FoxNews,".@POTUS: ¡°Together, we will end the scourge of drug addiction in America once and for all. We will win, we will bea¡­ https://t.co/VE7u72Dea2",Mon Mar 19 19:43:25 +0000 2018,0.5859,0.147,0.853,0.0
352,@FoxNews,".@POTUS: ¡°We want every American to be able to reach their full, God-given potential¡­The brave families here today¡­ https://t.co/Z4ktE9Ktrc",Mon Mar 19 19:41:38 +0000 2018,0.5859,0.266,0.734,0.0
353,@FoxNews,".@POTUS: ¡°We pay, as a country, so much more for drugs because of the drug lobbies &amp; other reasons¡­If you compare o¡­ https://t.co/i2sUXNITOY",Mon Mar 19 19:33:22 +0000 2018,-0.1027,0.0,0.938,0.062
354,@FoxNews,"RT @FoxBusiness: .@POTUS: ""You'll be seeing drug prices falling very substantially in the not-so-distant future."" https://t.co/ycNGnI7zU9",Mon Mar 19 19:22:03 +0000 2018,-0.1531,0.0,0.904,0.096
355,@FoxNews,.@POTUS: ¡°Ending sanctuary cities is crucial to stopping the drug addiction crisis.¡± https://t.co/8Dht9hIv6m,Mon Mar 19 19:21:45 +0000 2018,-0.1531,0.0,0.882,0.118
356,@FoxNews,".@POTUS: ""90% of the heroin in America comes from our southern border where, eventually @TheDemocrats will agree wi¡­ https://t.co/xiq1lotg9y",Mon Mar 19 19:14:12 +0000 2018,-0.1779,0.11,0.749,0.141
357,@FoxNews,.@POTUS: ¡°We¡¯re also taking action to prevent addiction by addressing the problem of overprescribing.¡± https://t.co/qT9GUEmnt3,Mon Mar 19 19:12:25 +0000 2018,-0.3818,0.065,0.774,0.161
358,@FoxNews,.@POTUS on opioid crisis: ¡°Failure is not an option. Addiction is not our future. We will liberate our country from¡­ https://t.co/5xLismjo7g,Mon Mar 19 19:00:15 +0000 2018,-0.6249,0.0,0.83,0.17
359,@FoxNews,".@POTUS on law enforcement officers: ¡°We thank you, we honor you, and we want you to know that we will always have¡­ https://t.co/2xJ7iyTEGJ",Mon Mar 19 18:56:00 +0000 2018,0.7184,0.259,0.741,0.0
360,@FoxNews,".@FLOTUS: ""We must continue educating [mothers] about the real dangers of opioids on unborn babies.""¡­ https://t.co/YJhdGgWnZj",Mon Mar 19 18:46:26 +0000 2018,-0.4939,0.0,0.824,0.176
361,@FoxNews,.@POTUS delivers remarks on efforts to combat the opioid crisis.  https://t.co/xgbqseWlE2 https://t.co/FEclJ9H74n,Mon Mar 19 18:32:11 +0000 2018,-0.7579,0.0,0.606,0.394
362,@FoxNews,"OPINION: Sen. Tom Cotton: Why I support Pompeo at State, Haspel at CIA https://t.co/q4P3O8DFD7",Mon Mar 19 18:17:22 +0000 2018,0.4019,0.184,0.816,0.0
363,@FoxNews,Jesse James jackpot: Outlaw photo bought on eBay for $10 could be worth $2 million https://t.co/9jxynxJ458,Mon Mar 19 17:57:21 +0000 2018,0.2263,0.112,0.888,0.0
364,@FoxNews,RT @FoxBusiness: #BreakingNews: Dow falls 400+ points in tech-led downdraft https://t.co/30utuhJG0P https://t.co/tWwx1qJnC9,Mon Mar 19 17:30:25 +0000 2018,0.0,0.0,1.0,0.0
365,@FoxNews,Amazing drone footage captured the beauty of China¡¯s countryside in the spring. https://t.co/V40asWEVDy,Mon Mar 19 17:27:44 +0000 2018,0.8225,0.409,0.591,0.0
366,@FoxNews,Steve Pomerantz on Austin bombings #OutnumberedOT https://t.co/bqG3aTGDOr https://t.co/SgqjLcZG12,Mon Mar 19 17:16:44 +0000 2018,0.0,0.0,1.0,0.0
367,@FoxNews,"JUST IN: Self-driving Uber car kills Arizona pedestrian, police say https://t.co/uNQM5CYNxt",Mon Mar 19 17:10:34 +0000 2018,-0.5829,0.0,0.726,0.274
368,@FoxNews,Austin package bomb attacks timeline https://t.co/88C8w2SrrF,Mon Mar 19 17:07:38 +0000 2018,-0.7269,0.0,0.396,0.604
369,@FoxNews,Facebook apologizes for search suggestions of child pornography videos https://t.co/1GXT4KHsVF (via @christocarbone),Mon Mar 19 17:04:00 +0000 2018,0.3612,0.185,0.815,0.0
370,@FoxNews,How the @WhiteHouse is tackling the opioid epidemic https://t.co/cvascK7QJC,Mon Mar 19 17:00:41 +0000 2018,0.0,0.0,1.0,0.0
371,@FoxNews,"Steven Seagal accusers detail rape, sexual assault allegations against actor https://t.co/qmw3ZPrdrO",Mon Mar 19 16:53:43 +0000 2018,-0.8591,0.0,0.514,0.486
372,@FoxNews,"Austin bombings show 'similarities,' work of 'serial bomber,' police say (via @travfed)  https://t.co/dLVCoqa6Ef",Mon Mar 19 16:35:00 +0000 2018,0.0,0.0,1.0,0.0
373,@FoxNews,Trump Bible heads to museum https://t.co/pFc43cxrXf,Mon Mar 19 16:30:12 +0000 2018,0.0,0.0,1.0,0.0
374,@FoxNews,President Trump heading to New Hampshire to unveil opioid plan https://t.co/ulleIslPOI,Mon Mar 19 16:29:44 +0000 2018,0.0,0.0,1.0,0.0
375,@FoxNews,Air Force One departs Joint Base Andrews en route to New Hampshire.  https://t.co/FbFRHL1rz4,Mon Mar 19 16:24:03 +0000 2018,0.0,0.0,1.0,0.0
